iso3c,year,fdi_net_inflow_GDP,fdi_net_outflow_GDP,tax_rev_total_GDP,tax_rev_trade_TAX,tax_rev_inc_profits_TAX,trade_total_GDP,trade_exp_GDP,trade_imp_GDP,RD_expend_GDP,RD_scientists,wgi_accountability,wgi_regul_quality,wgi_rule_of_law,wgi_pol_stability,wgi_gov_effectvn,wgi_control_corrupt,empl_ind,empl_agr,empl_serv,empl_self,unemp_youth_neet,VA_industry_gdp,VA_manufct_gdp,current_account_GDP_WB,population,res_rents,gdp_real_lcu,gdp_real_lcu_growth,gdp_real_pc_lcu,gdp_real_pc_lcu_growth,gdp_real_usd,gdp_real_pc_usd,gdp_nom_lcu,gdp_nom_pc_lcu,gdp_nom_usd,gdp_nom_pc_usd,gdp_real_ppp,gdp_real_pc_ppp,gdp_nom_ppp,gdp_nom_pc_ppp,gini_post_tax,gini_pre_tax,cap_form,cpi,current_account_GDP_ameco,nulc_eur,nulc_lcu,rulc,unemp_rate,wage_share,interest_long_term,debt_corp_nf_percGDP,debt_corp_f_percGDP,debt_gen_gov_percGDP,debt_hh_npish_percGDI,total_debt_percGDP,average_wages,debt_gen_gvt_gross,eci_mit,eci_mit_plus,eci_harv_hs,eci_harc_coi_hs,eci_harv_sitc,eci_harc_coi_sitc
GMB,2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.7,44.1,,,,,,,,,,,,,,,,,,,,,,
GMB,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.5,43.9,,,,,,,,,,,,,,,,,,,,,,
GMB,2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.2,43.6,,,,,,,,,,,,,,,,,,,,,,
GMB,2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.9,43.2,,,,,,,,,,,,,,,,,,,,,,
GMB,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.6,42.9,,,,,,,,,,,,,,,,,,,,,,
GMB,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.3,42.6,,,,,,,,,,,,,,,,,,,,,,
GMB,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.1,42.4,,,,,,,,,,,,,,,,,,,,,,
GMB,2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.8,42.1,,,,,,,,,,,,,,,,,,,,,,
GMB,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.6,41.8,,,,,,,,,,,,,,,,,,,,,,
GMB,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.3,41.6,,,,,,,,,,,,,,,,,,,,,,
GNB,1993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.1,40.7,,,,,,,,,,,,,,,,,,,,,,
GNB,1994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.1,40.6,,,,,,,,,,,,,,,,,,,,,,
GNB,1995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,40.5,,,,,,,,,,,,,,,,,,,,,,
GNB,1996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.9,40.4,,,,,,,,,,,,,,,,,,,,,,
GNB,1997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.8,40.3,,,,,,,,,,,,,,,,,,,,,,
GNB,1998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.7,40.2,,,,,,,,,,,,,,,,,,,,,,
GNB,1999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.5,40.1,,,,,,,,,,,,,,,,,,,,,,
GNB,2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.5,40,,,,,,,,,,,,,,,,,,,,,,
GNB,2001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.4,39.9,,,,,,,,,,,,,,,,,,,,,,
GNB,2002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.3,39.8,,,,,,,,,,,,,,,,,,,,,,
GNB,2003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.8,40.4,,,,,,,,,,,,,,,,,,,,,,
GNB,2004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.3,40.8,,,,,,,,,,,,,,,,,,,,,,
GNB,2005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.7,41.4,,,,,,,,,,,,,,,,,,,,,,
GNB,2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.4,42,,,,,,,,,,,,,,,,,,,,,,
GNB,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,42.7,,,,,,,,,,,,,,,,,,,,,,
GNB,2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.6,43.3,,,,,,,,,,,,,,,,,,,,,,
GNB,2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.2,43.9,,,,,,,,,,,,,,,,,,,,,,
GNB,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.7,44.6,,,,,,,,,,,,,,,,,,,,,,
GNQ,2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.5,48.3,,,,,,,,,,,,,,,,,,,,,,
GRC,1960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.92268,,-0.3859413,14.5116589,1.3494373,138.9334349,5.6,75.4108138,,,,,,,,,,,,,,
GRC,1961,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.03214,,-0.125227,13.3222094,1.251885,127.5302988,5.5,69.2213766,,,,,,,,,,,,,,
GRC,1962,,,,,,25.3969577561724,9.06245284038361,16.3345049157888,,,,,,,,,,,,,,,,,8448233,,48133481411.5225,1.53351890576288,5697.46139950478,0.930403842619128,63749159946.9305,7545.85721616941,469045376,55.5199384297284,5327573509.09843,630.61394129381,,,,,,,1.18517,,-1.348179,13.9757639,1.3163385,128.1531184,4.8,69.559433,,,,,,,,,,,,,-0.10758772,-0.46450934
GRC,1963,,,,,,26.7330632895555,9.35047759431657,17.3825856952389,,,,,,,,,,,,,,,,,8479625,,53012317686.3477,10.1360552608133,6251.72901942571,9.72832602199109,70210810027.4557,8279.94280731231,523798528,61.7714259769742,5949478034.88751,701.62041775285,,,,,,,1.16826,,-1.1605225,13.2691403,1.2497836,120.3365985,4.8,65.3167528,,,,,,,,,,,,,-0.11070043,-0.46701774
GRC,1964,,,,,,26.926352538859,8.5423839779736,18.3839685608854,,,,,,,,,,,,,,,,,8510429,,57390255256.2112,8.25834025172408,6743.52083264089,7.86649280042472,76009057613.0146,8931.28391212882,588140736,69.1082360242944,6680298250.57961,784.954348432918,,,,,,,1.442,,-3.9633258,13.5632403,1.2774841,118.9529726,4.6,64.5657432,,,,,,,,,-0.052428,0.269637,,,-0.07168657,-0.18777835
GRC,1965,,,,,,27.9983929303089,8.36350872961251,19.6348842006963,,,,,,,,,,,,,,,,,8550333,,62780727293.2694,9.39266084981354,7342.48915138971,8.88213047180943,83148330609.7444,9724.57220201183,669163264,78.2616611540159,7600579093.1158,888.921997905322,,,,,,,1.72692,,-4.5681227,13.6421081,1.2849124,114.9565008,4.8,62.3965231,,,,,,,,,0.137747,0.264593,,,-0.098499656,-0.3924885
GRC,1966,,,,,,28.6438713248247,10.4989522772474,18.1449190475773,,,,,,,,,,,,,,,,,8613651,,66609627503.2961,6.09884653317354,7733.03068620915,5.31892559549129,88219419688.5285,10241.8149619167,744441216,86.425746295038,8455611129.27936,981.652394470053,,,,,,,2.00942,,-1.372889,14.2935276,1.3462678,114.9106733,5,62.3716487,,,,,,,,,0.232929,0.325049,,,-0.0019190721,-0.38852015
GRC,1967,,,,,,27.3931715597711,9.93638118191299,17.4567903778581,,,,,,,,,,,,,,,,,8684088,,70260792381.399,5.48143716600462,8090.75085160342,4.62587282929341,93055111746.9691,10715.5882974665,804406016,92.6298784627701,9136711287.82434,1052.12099276566,,,,,,,2.08521,,-1.5739316,14.7030449,1.3783797,115.1531978,5.4,62.503287,,,,,,,,,0.133309,0.296413,,,-0.0017123097,-0.2859794
GRC,1968,,,,,,26.7293939874267,8.94470044174044,17.7846935456862,,,,,,,,,,,,,,,,,8740765,,74943048347.0042,6.66410925198274,8573.96902296357,5.97247622900652,99256406058.3417,11355.5742613309,872939776,99.8699514287365,9915140546.35072,1134.35615147538,,,,,,,2.67417,,-2.9325163,15.3985479,1.3948712,114.834485,5.6,62.3302949,,,,,,,,,0.172181,0.344752,,,0.04285587,-0.164851
GRC,1969,,,,,,27.1472143795091,9.06415340736086,18.0830609721483,,,,,,,,,,,,,,,,,8772764,,82362207915.9521,9.89973017189723,9388.39890323644,9.49886660532113,109082522436.44,12434.2251126829,991878976,113.063451382027,11266091570.5718,1284.21231559082,,,,,,,3.25032,,-3.2134403,15.1807284,1.3661854,109.0052124,5.2,59.1662604,,,,,,,,,0.117929,0.290666,,,0.22764444,0.03563701
GRC,1970,0.380521485670037,,,,,23.1099432945152,7.88292633821839,15.2270169562968,,,,,,,,,,,,,,,,,8792806,0.210334355494581,88911048700,7.95126909508153,10111.7946534929,7.70520892552888,117755967331.064,13392.3081358857,1156307900,131.506131262307,13139862500,1494.38785525349,,,,,,,3.55012,,-1.8248097,15.1463695,1.3631421,104.7812625,4.2,56.8735689,,,,,,,,,0.263971,0.283105,,,0.21018808,0.011391011
GRC,1971,0.287833766654505,,,,,23.3191999373868,8.1568631726586,15.1623367647282,,,,,,,,,,,,,,,,,8831036,0.215819580351655,95882721400,7.84117699873673,10857.4714676738,7.37432710743727,126989421156.068,14379.9007450618,1284074500,145.404740734836,14591755681.8182,1652.3265992595,,,,,,,4.01827,,-0.1013838,14.8439099,1.3692859,102.2424898,3.1,55.4955643,,,,,,,,,0.314837,0.305279,,,0.2449007,0.05630184
GRC,1972,0.325723122155727,,12.9026828098165,6.69103462280435,12.1636714387247,25.317664166809,9.12991143695986,16.1877527298491,,,,,,,,,,,,,,,,,8888628,0.173226931519643,105624550800,10.160151128126,11883.1107343001,9.44639154410795,139891738262.256,15738.2824730944,1485924600,167.171423981294,16885506818.1818,1899.6752725147,,,,,,,4.99428,,0.1147123,14.2421124,1.4065857,99.9516563,2.1,54.252137,,,,,,,,,0.221012,0.324002,,,0.2548575,0.23472397
GRC,1973,0.27743167618052,,12.4836429148208,7.14866623292128,13.1262199089135,31.7303507050904,11.6374962107904,20.0928544943,,,,,,,,,,,,,,,,,8929086,0.196723048251722,114172089400,8.0923786518011,12786.5370990939,7.60260831522974,151212307425.025,16934.8024450683,1942027700,217.494567753071,22347844649.0219,2502.81435849334,,,,,,,6.0023,,-1.0703864,14.2048816,1.5404178,90.5663585,2,49.1579497,,,,,,,,,0.201106,0.338182,,,0.26034656,0.32064524
GRC,1974,0.26428619038763,,12.6364101499285,6.74227664903981,16.5112719176176,35.4769068062614,14.2157058523389,21.2612009539225,,,,,,,,,,,,,,,,,8962022,0.322978789668013,106821415600,-6.43824058807144,11919.3431571581,-6.78208599572511,141476895274.227,15786.2695800376,2230914900,248.929862033367,25351305681.8182,2828.74843219735,,,,,38.3,43.9,5.46696,,0.5232035,18.7232863,1.9660687,94.1352424,2.1,51.0950819,,,,,,,,,0.32517,0.379098,,,0.35535407,0.62586254
GRC,1975,0.0841341488156658,,12.7029423578464,5.62611408199643,13.3244206773619,35.3229907141739,14.1416562163341,21.1813344978398,,,,,,,,,,,,,,,,,9046541,0.336492502560456,113622530800,6.36680871695918,12559.7762503923,5.37305692763455,150484458575.03,16634.4748313228,2684284600,296.719442270808,28525872476.0893,3153.23530574717,,,,,37.9,44,5.85986,,0.5244405,18.9647742,2.2259107,94.2151209,2.3,51.1384387,,,,,,,,,0.415036,0.35817,,,0.23084427,0.46625274
GRC,1976,0.979043949928502,,14.0997502563941,4.79689391725463,16.3904312612198,34.8786922444993,14.0486788101933,20.830013434306,,,,,,,,,,,,,,,,-2.9820715720773,9188150,0.387246256713874,121407830700,6.85189798641592,13213.5229289901,5.20508220500635,160795500162.002,17500.3129206643,3339584500,363.466475841165,31152840485.0746,3390.54548359296,,,,,37.5,44.1,7.29224,,0.6816418,21.6465612,2.5972189,94.4314481,1.9,51.2558576,,,,,,,,,0.555026,0.389408,,,0.29965532,0.8700619
GRC,1977,1.06976311973444,,13.9649097655532,4.73322768092974,14.1679873217116,34.6615836934354,13.9802280479761,20.6813556454593,,,,,,,,,,,,,,,,-2.97156422148457,9308479,0.374652783361153,124978437000,2.94100164660959,13426.3005803633,1.61030220719154,165524498469.44,17782.1208458912,3910650800,420.117056717859,36176233117.4838,3886.37425270915,,,,,37.2,44.2,9.41898,,0.6920921,25.0788721,3.1025674,99.150197,1.7,53.8171179,,,,,,,,,0.47587,0.370567,,,0.23534979,0.72031647
GRC,1978,0.966790232498484,,14.2863227974217,5.32183183355302,15.1286754169771,33.1365956643507,13.6527311964461,19.4838644679046,,,,,,,,,,,,,,,,-2.15720717765433,9429959,0.234285448143981,134035453600,7.24686339292273,14213.7896463813,5.86527212990957,177519832755.341,18825.0906239721,4772327900,506.081511064894,44270203153.9889,4694.63368334781,,,,,36.8,44.2,11.52814,,0.9350525,26.0344807,3.5755752,100.4313339,1.8,54.5124982,,,,,,,,,0.447339,0.352472,,,0.51635695,1.0268431
GRC,1979,1.12514481365215,,13.8960550046047,5.8199943836001,16.2220350088926,35.5322117114342,15.173780857282,20.3584308541522,,,,,,,,,,,,,,,,-3.46170166157904,9548258,0.213486579987412,138434604700,3.28208021224616,14498.414757959,2.00245760390982,183346176059.017,19202.0550826147,5922179900,620.236686105466,54481875804.9678,5705.94927419931,,,,,36.4,44.2,14.08511,,1.9930756,28.689905,4.2735455,99.9043573,1.9,54.2264639,,,,,,,,,0.272871,0.325571,,,0.32247588,0.9441591
GRC,1980,1.18248104770832,,13.7711688011144,4.96483637957652,17.3893155958757,44.5858238010235,19.324077397404,25.2617464036195,,,,,,,,,,,,,,,,-3.88705451545786,9642505,0.271198956924647,139371988400,0.677131055512746,14453.9192253465,-0.306899294545559,184587669956.207,19143.1241110279,7109390900,737.29709240493,56829663469.2246,5893.66180979161,,,,,36,44.2,12.50465,,1.9224288,28.5580517,4.9797699,97.617759,2.7,52.9853354,,,,,,,,,0.141741,0.344594,,,0.5463044,0.94821954
GRC,1981,0.993380506218726,,12.3228292866134,3.25726935304005,15.4524724954644,47.1403354745787,21.3894636084805,25.7508718660982,,,,,,,,,,,,,,,,-4.60011588264364,9729350,0.475425235981981,137206536200,-1.55372124977158,14102.3332699512,-2.43246105027868,181719692103.639,18677.4750732207,8511542100,874.83152523036,52346507380.0738,5380.26768284354,,,,,35.6,44.3,13.168,,3.11165,35.6944705,6.4551735,104.0608431,4,56.4825369,,,,,,,,,0.317374,0.347483,,,0.4916066,1.0740789
GRC,1982,0.79827175883016,,14.9348707060733,1.77831828455387,19.1369993460378,41.8515323822009,17.2091028949374,24.6424294872635,,,,,,,,,,,,,,,,-3.46406001767583,9789513,0.561055360420736,135652469800,-1.13264749846516,13856.9170703384,-1.74025244557028,179661448556.809,18352.4398564881,10705126300,1093.53001523161,54617991326.5306,5579.23477158982,,,,,35.2,44.4,14.13804,,-0.6074756,42.9347093,8.2331195,104.3310417,5.8,56.6291964,,,,,,,,,0.354312,0.394516,,,0.395563,1.17555
GRC,1983,0.888144876092282,,15.5978501194958,1.36745114149892,16.3607857603984,41.1755423934634,16.4761375265379,24.6994048669255,,,,,,,,,,,,,,,,-3.79939880934238,9846627,0.50763590095054,134189291900,-1.07862238126386,13627.9450719521,-1.65240217015162,177723579962.172,18049.1837420238,12772420700,1297.13664384769,49428872678.0186,5019.87865266132,,,,,34.9,44.3,15.12545,,-1.6584707,44.3724936,10.168678,106.8342028,7.1,57.9878716,,,,,,,,,0.415651,0.352673,,,0.37587932,0.9813628
GRC,1984,1.0099953136993,,13.9701619698163,0.903508771929824,17.937865497076,40.8984853797075,16.8009614993221,24.0975238803854,,,,,,,,,,,,,,,,-4.43981445114827,9895801,0.471012502420574,136887275500,2.01058039862868,13832.8646160124,1.50367163191819,181296855424.633,18320.5841977454,15885024200,1605.22874297897,48020024788.3918,4852.5657284733,,,,,34.7,44.2,13.43759,,-1.335269,46.316813,12.0179591,103.5599993,7.2,56.2106871,,,,,,,,,0.382953,0.512515,,,0.43185586,1.034082
GRC,1985,0.934738698476001,,13.8121186216597,0.499263480717682,17.7066479920794,40.3879757055887,16.1337964903955,24.2541792151932,,,,,,,,,,,,,,,,-6.85056817943485,9934300,0.53593207559659,140322539100,2.50955655845455,14125.0555247979,2.11229500827548,185846602550.214,18707.5689832413,19381790900,1950.9971412178,47820850974.5867,4813.71117991069,,,,,34.4,44.2,14.72649,,-3.2424495,46.8659476,14.5431053,105.2919868,7,57.1507817,,,,,,,,,0.315273,0.523725,,,0.27848253,0.93465936
GRC,1986,0.835408645090143,,15.5925836232275,0.143356543440366,18.0272044045226,42.6520449558576,17.6945214753118,24.9575234805459,,,,,,,,,,,,,,,,-2.97270677106386,9967213,0.241138938522985,141048932900,0.517660102688382,14151.2911282221,0.185738055175207,186808656263.818,18742.3160580413,23160737100,2323.69240027277,56379593719.5716,5656.5053560681,,,,,34.2,44.1,14.07812,,-2.2439948,40.3317528,16.2658344,99.0573212,6.6,53.7667064,,,,,,,,,0.279589,0.483478,,,0.1994227,0.9313538
GRC,1987,1.04032197923134,0.015744079025205,16.3554570102202,0.125372453880847,17.496377224547,42.3183569569429,18.1240762959,24.1942806610429,,,,,,,,,,,,,,,,-1.86283130395305,10000595,0.205303802657423,137862830000,-2.25886352664494,13785.4627649655,-2.58512357594736,182588903662.859,18257.8040269463,26090403300,2608.88510133647,65652751132.3603,6564.88450260813,,,,,34,44.2,13.19203,,0.7340938,40.3426218,18.5011915,97.7611991,6.7,53.0631924,,,,,,,,,0.289679,0.473516,,,0.083942704,0.70712346
GRC,1988,1.18933227841166,0.0225507809880529,15.0976366541099,0.152628944837059,18.0247684831877,39.6132347161484,16.3145789342959,23.2986557818526,,,,,,,,,,,,,,,,-1.25620763254506,10036983,0.361758505608795,143774197500,4.28786171007805,14324.4436600122,3.90977730843002,190418063349.87,18971.6435058095,31747570200,3163.05907860958,76261278404.9964,7598.02805334994,,,,,33.8,44.4,14.91754,,-0.2895306,44.0297603,21.6531707,98.0609786,6.8,53.2259079,,,,,,,,,0.219048,0.461288,,,0.08528665,0.6569161
GRC,1989,0.94986621714932,-0.0165701462497686,13.0002973225289,0.133201247673999,18.9179239347247,40.7838553083406,15.9457521193263,24.8381031890143,,,,,,,,,,,,,,,,-3.23485024218006,10089498,0.342872505030423,149237617000,3.79999999652232,14791.3817912447,3.25972960845967,197653949750.543,19590.0677863798,37731966200,3739.72681296929,79169043642.4675,7846.67816401445,,,,,33.8,44.7,17.39454,,-2.2460233,49.1321944,25.786724,101.9938447,6.7,55.3606038,,,,,,,,,0.095416,0.444642,,,0.09699355,0.5619539
GRC,1990,1.0266511390017,0.0109366438747783,15.121290735755,0.0768598153827236,20.4190909533436,40.1283071274251,14.7785889725068,25.3497181549182,,,,,,,,,,,,,,,,-3.61319908323285,10196792,0.245889887160899,149237617000,0,14635.7420059172,-1.05223289834684,197653949750.543,19383.934648323,45538935500,4466.00612231769,97891090928.6328,9600.18512965969,210932233836.983,20686.1367611483,135526092507.5,13291.0519806131,33.9,44.9,19.10215,,-2.8853144,52.1296754,30.8130518,100.9786324,6.4,54.809563,,,,,,,,,0.152017,0.409837,,,0.065701485,0.6648325
GRC,1991,1.07947984317167,-0.0244818419762837,,,,38.5927873229398,14.1996393563677,24.3931479665721,,,,,,,,,24.7110004425049,21.4899997711182,53.798999786377,46.8310012817383,,,,-1.49672020193768,10319927,0.157146341565268,153863983100,3.09999998190804,14909.4061518071,1.86983444897626,203781222157.05,19746.3821359444,56241115000,5449.75899538824,105143232379.884,10188.3697801238,217471133047.767,21072.9332724706,144452445163.61,13997.4289705354,34,45.3,20.59907,,-2.053258,51.2395581,33.866348,92.6526657,7.1,50.2903634,,,,,,,,,0.143166,0.422108,,,0.12877412,0.62135243
GRC,1992,0.984300467406971,0.0400069957460571,,,,38.8225929412009,14.8788393387365,23.9437536024645,,,,,,,,,24.4190006256104,21.3700008392334,54.2109985351563,47.3930015563965,,,,-1.8412613638557,10399061,0.108468125611272,154941031000,0.700000011893636,14899.5213125493,-0.0662993492641988,205207690736.387,19733.2904130851,65016082100,6252.11084923918,116224673042.546,11176.4584362517,218993431004.967,21058.96205484,148778560362.838,14306.9225541458,34.1,45.5,20.49622,,-0.1558638,52.4861653,38.0497666,90.6758994,7.9,49.2174067,,,,,,,,,0.081695,0.433332,,,0.06437758,0.7399285
GRC,1993,0.89790318035056,-0.020615930544139,,,,37.0258986062577,14.0477673647043,22.9781312415535,,,,,,,,,24.1979999542236,21.2840003967285,54.5180015563965,46.7179985046387,,,,-0.686523721312045,10460415,0.0688067246982135,152461974500,-1.60000000258162,14575.1363115135,-2.17715048846976,201924367679.307,19303.6669844654,73206734800,6998.4541531096,108809058858.502,10401.9829861914,215489536103.234,20600.4767595964,149866698056.621,14327.0317723169,34.2,45.8,20.19217,,-0.8152913,54.3195028,42.8128388,89.1625788,8.6,48.3960008,,,,,,,,,0.099136,0.404369,,,0.043345407,1.3248267
GRC,1994,0.841324904311476,0.0135383842400214,,,,36.1631218934692,14.4456091463048,21.7175127471644,,,,,,,,,23.6159992218018,20.8099994659424,55.5740013122559,46.7350006103516,,,,-0.125212473016795,10512922,0.0605585678304526,155511214000,2.00000000655902,14792.3873115391,1.49055895864252,205962855046.137,19591.3995220489,83020483100,7896.99410877395,116601802106.742,11091.2838606376,219799326839.432,20907.5390114597,156128375631.177,14851.0923633959,34.3,46.1,19.65058,52.191374,1.3014233,56.1171913,47.434252,88.8517389,8.9,48.227282,,,,,,,,,-0.006531,0.358315,,,-0.00604237,0.8892418
GRC,1995,0.769296148836329,0.0303882937424949,18.5808412494573,0.00599484443378694,16.3539356153708,37.1078807984061,14.4252834909638,22.6825973074423,,,,,,,,,23.2019996643066,20.4270000457764,56.3709983825684,46.1119995117188,,19.61467745136,10.9839731841368,-2.09236863273243,10562153,0.0551136381336532,158776513700,2.09971976683303,15032.5898233059,1.62382519270206,210287497825.875,19909.5296030908,93063601200,8811.04460425824,136878366230.328,12959.3243186619,224414496752.446,21247.0408971018,162748964627.166,15408.6922076556,34.5,46.5,20.88746,56.8364063,-3.3760998,59.5810795,52.9784642,90.3865021,9.2,49.0603265,,36.70805,125.0562,97.84429,15.8755,280.5724,23081.491210979,97.84429,0.006074,0.32228,0.13318975,0.866133,0.027069278,0.96930003
GRC,1996,0.725345057897475,-0.0173918274373754,18.6360884681499,0.0105224391013837,15.3206713316147,37.4962334395069,14.2869572693077,23.2092761701992,,,1.003164,0.5371351,1.053524,0.5539733,0.8375552,0.3386542,22.8740005493164,20.2770004272461,56.8489990234375,45.7179985046387,,18.8653928131217,10.0811098530808,-3.12213742312392,10608800,0.0608671907276657,163320902100,2.86212884645293,15394.851642033,2.40984303426868,216306196961.633,20389.3180153866,103036643300,9712.37494344318,145861612825.595,13749.1151520996,230837528799.62,21759.0612321488,171112020745.351,16129.2531431784,34.4,46.9,23.89149,61.3066667,-5.2018874,62.4183408,55.9696973,88.7157703,9.6,48.1534804,,35.80893,122.644,98.98184,19.12198,281.2381,23135.8232254624,98.98184,0.029853,0.220898,0.23843694,1.0640335,0.19058932,1.1613648
GRC,1997,0.687354356197953,0.108735407671587,19.521901722578,0.00688736856604986,16.8212498278158,39.2742287484754,16.2222652425479,23.0519635059274,0.4291,1000.29897,,,,,,,22.4640007019043,19.8419990539551,57.6940002441406,45.2070007324219,,17.9341071028628,9.08121696843384,-3.39485993000208,10661259,0.0395123783017913,170644536600,4.4841991477097,16006.0398682745,3.97008194981687,226005797602.23,21198.7906496062,114712184900,10759.7221772776,143157600024.959,13427.8324937945,241188743298.647,22622.9137945759,182884622583.453,17154.1299750295,34.2,47.1,25.51561,64.6425,-3.5067854,66.8452795,60.6864899,90.276075,9.8,49.0003885,,36.36901,110.1909,95.69253,20.14015,265.804,25413.1613195368,95.69253,0.151935,0.223711,0.18840568,1.1906362,0.11740186,1.3425332
GRC,1998,,-0.190821495965614,20.5280821101698,0.0223468226881196,19.5941004388103,42.2682802501338,16.2965833756753,25.9716968744585,,,1.103217,0.6164008,0.8063567,0.7711199,0.7780467,0.7874542,23.2439994812012,17.8889999389648,58.867000579834,43.5629997253418,,18.2005645082075,8.98904254581371,,10720509,0.0256014845543236,177290978800,3.89490477247428,16537.5523494267,3.3206994704901,234808508199.108,21902.738778458,125262554300,11684.3849764969,144428172835.236,13472.1376415276,250582815172.056,23374.1527731618,193328488592.833,18033.517680255,34,47.1,30.60686,67.5625,-6.7431008,66.5391529,64.5827163,91.4070082,11.1,49.6142407,8.481667,39.22234,108.4042,94.08017,19.84463,265.4602,25740.5136185524,94.08017,0.179631,0.253619,0.15405001,1.1244104,0.10189607,1.4567964
GRC,1999,0.397991510319178,0.0404796582855927,21.433046255686,0.0037843667808284,20.3920603984938,47.3775984365774,19.2560788540331,28.1215195825443,0.56823,1329.78145,,,,,,,22.9629993438721,17.4300003051758,59.6069984436035,42.148998260498,,19.1269513091911,9.5366586345949,-5.11776532456792,10761698,0.0176471587623614,182738415500,3.07259666389747,16980.4444893362,2.67809970031523,242023226588.581,22489.3159600447,133788728200,12431.9348303586,142540728958.023,13245.1894634121,258282214391.333,24000.1358885311,198711870544.202,18464.7321030753,33.9,47.1,34.28842,69.0091667,-6.5284273,69.8321795,66.7609603,91.186532,12,49.4945698,6.308333,41.47343,116.5355,96.75497,21.94384,278.0285,26527.2934102395,96.75497,0.146522,0.273839,0.24760813,1.2628111,0.1369498,1.5851245
GRC,2000,-0.00630120469537241,0.773741830215917,22.4705218067773,0.0170727126833183,21.6174687996176,58.4156775406902,23.7183809141659,34.6972966265243,,,1.013062,0.7773918,0.8837191,0.8087341,0.6252663,0.6592863,22.6000003814697,17.3959999084473,60.0040016174316,41.9529991149902,,18.7476021573009,9.49262694525503,-7.54584631062783,10805808,0.0719508575694837,189901342500,3.91977077200825,17574.0067286037,3.4955636151947,251509982285.871,23275.4443060502,141247276200,13071.4219797353,130133845771.144,12042.9537310995,268406285140.34,24839.0759062479,210917566897.623,19518.9075076684,33.7,47.2,35.23099,71.0083333,-9.0194232,68.6166081,67.7870333,91.1365046,11.2,49.4674157,6.108333,46.23065,124.7747,111.6979,28.12177,311.5377,27133.4060137818,111.6979,0.159244,0.282771,0.25711387,1.4199513,0.23709121,1.6422476
